document_id,text
doc_0107,"But of course, it is expected that umpires will show up players. Don't get me wrong, I understand the nature of the game, but I just believe that a little ego-ectomy for the umpires would make the game much better. Ted -- ""Social nags and body bags, make you dead, what a drag drag drag."" -- Saigon Kick, body bags, The Lizard"
doc_0108,">[I'm sort of mystified about how a Christian might respond to this.] I'll start with a parable. A Christian woman hires a carpenter to build her a birdhouse. When he comes over, they begin talking about religion. ""So you believe that you understand God?"" he asks. ""Yes, I do,"" she replies. ""Then have him build you the birdhouse."""
doc_0109,"Until six or seven years ago I was an enthusiastic fan of NFL football. Last year I hardly watched a game. What turned me off were the incessant interruptions to the continuity of the game. A team scores. 2.5 minutes of commercials. Kickoff. 1.5 minutes of commercials. Three downs and a punt. 2 minutes of commercials. AAAAARRRRGH! Earlier in this thread I commented on LaRussa and the A's, whom I believe institutionalize slow play. I don't mind the cat-and-mouse game with Rickey on first; in fact, I rather enjoy it. Similarly I would enjoy the battle with Listach or Lofton or Polonia on first. What I object to is when such games are played with Karkovice on first, or when the game is a blowout. I don't mind when the pitcher steps off the mound to gather his thoughts in a crucial situation, or when a hitter steps out of the box to regain his concentration. What I object to is when hitters and pitchers take such breaks at every opportunity. When a game is exciting, these little delays serve as tension builders and for me enhance the value of the experience of the game. When the delays happen with regularity, they become nuisances, just like the commercial breaks in football. I understand the NFL imposed a number of rule changes to ""speed up"" the games, basically putting an onus on the officiating staff to move the markers and the ball to the spots faster. That did not address the problem of the continuity of the game. It may have appeased the sponsors and the networks, but I would be amazed if it did anything to enhance the experience of the fans. Similary, while some 3-hour baseball games bore me to tears, those are the ones where there is no continuity and the players are taking exasperatingly long periods to get ready for each pitch. I doubt if anyone watching the Braves-Giants game cared about Gant stepping out. I doubt if anyone watching that game would have found that pause to be anything but an opportunity to have their complete attention claimed by the drama that was present. I would be totally opposed to any effort that would eliminate that aspect of baseball. On the other hand, I wish baseball had a commissioner that was powerful enough to sit down with Alderson/LaRussa/Duncan and explain that they are actually hurting the product of baseball by dragging their games out the way that they do. I sure wouldn't mind a little arm-twisting there. -- The Beastmaster"
doc_0110,"I define faith as ""belief, in the abscense(sp?) of evidence"". I also include in ""evidence"" past experiences. Because I have no past experience in a god actually having an effect on my life and because I have never seen evidence for any god beyond what can be explained without the neccessity of a god or which is more convincing than the many fictional works I have read (And other reasons), I do not believe in any god(s). From what I have seen, some people reconcile this lack of evidence by using faith. It is faith in that sense (the only way I _currently_ understand the word ""faith"") that I find intellectually dishonest. Pascal's wager goes something like this: Premise #1: Either there is or there isn't a God. Premise #2: If God exists, He wants us to believe and will damn us for not believing. Premise #3: If God does not exist, then belief in God doesn't matter because death is death, anyway. Conclusion: Belief in God is superior to non-belief because non-belief damns us to eternal punishment if we are wrong, while belief in God only wastes a little time in life if we are wrong. Sound pretty straightforward and is logically sound. The problem is, Premise #1 presupposes 1:1 odds between belief and non-belief. This is flat out wrong, because of the sheer number of religions out there and the fact that, for the most part, the religions are mutually exclusive. I have heard theists referred to as ""99% atheists"" because they believe in their god (or gods) to be the _one_ god (or set of gods). The consequence of this is ""what if I pick the wrong god?"" Suddenly, the odds don't look so good because picking the wrong god or wrong doctrines of a god still leaves you with the possibility of being wrong and being damned to another god's version of hell. I don't see how ""disillusionment"" enters into it. You see, I presented my mother's treatment of me to show the cause of my questioning my atheism, a questioning which continues to this day. I had already been an atheist for five years before having any contact with my mother's version of Christianity. If anything, I had become somewhat disillusioned with atheism (uh, oh, I thought, What if there *is* a God?). Yes, in a way, I have also become disillusioned by many religions, simply because I had thought at one time that they had all the answers, if I only found the right one. I'm still looking, but each time I look in a different place, I become a little stronger in my attitude (belief, if you will, no faith, though, it's based on the evidence of past experience) that I'll never find a religion which has all the answers. Sorta like looking for Easter eggs. The more time it takes you to find the next one, the more convinced you become that you may already have found all the eggs you're going to find. Someone else mentioned that critisism isn't going to make me think any more highly of Christians. I have a contrary position: Constructive critisism will likely improve my attitude towards Christians. Abusive critisism will turn me off. No accusations to you, Mr. Sapienza. I merely slipped that into this post because I forgot to reply to that one. Muppets and Garlic Toast forever. Max (Bob) Muir"
doc_0111,"| |> Religion (especially Christianity) is nothing more than a DRUG. |> Some people use drugs as an escape from reality. Christians inject |> themselves with jeezus and live with that high. | |Your logic is falty. If Christianity is a DRUG, and once we die we |die, then why would you be reluctant to embrase this drug so that |while you are alive you enjoy yourself. | Pardon the harshness that follows... Once, I told a cradle christian: Please do not take advantage of Jesus or anybody for the sake of your own (selfish) realization or search for true faith/religion/belonging/'being in'/fear of hell/vanity/etc. Instead of serving yourself, _we must be serving Him_. *Until you have comprehended this truth, you are only doing things for your own egoism.* Let us not use Jesus, our religion, the Bible, anything or anybody as a means of escape or getting ecstatic or high. We are God's children and we must have a true and authentic relationship with our Father with obedience, faith, hope and love and works (the last as the most important). Beware of our 'materialistic', 'worldly' and 'selfish' motives. Atheists have this ground against us and I believe they are right about *some* who call themselves 'christians'."
doc_0112,"Hi fellow auto enthusiasts! Does anyone have any info on the new 4 valve per cylinder diesels Mercedes is working on? Any specs on outputs, engine size, will they be direct or indirect injection?, etc. would be welcome. From what I hear these should be out late this year, next year?? Thank you in advance for your replies!"
doc_0113,"Dave - you might like to read a book by Florence Bulle ""God Wants You Rich & Other Enticing Doctrines"", which discusses OOBEs in one of her chapters. In the Bible we have examples of men caught up in the Spirit (eg Ezekiel, Paul). I believe that also this experience is counterfeited by Satan - so that for example yoga and other eastern medatitive techniques can be used to induce the soul to leave the body and float off. Someone tried to sell me a book in Los Angeles airport entitled ""Easy Journeys to Other Planets"" which uses such techniques. The occultic trance of a medium sometimes involves such body departure - the book ""The Challanging Counterfeit"", about a former medium who gets saved, tells how the author, on his last trance, was attacked by evil spirits who tried to kill him while returning to his body at the end of the seance because of his interest in Christianity and how he was supernaturally protected by the Lord. There may be some similarities in mind-altering drugs and the phenomena of 'tripping'. As regards the connection between body and soul, there is an interesting verse in Ecclesiastes. In a passage talking about old age, the preacher writes ""Then man goes to his eternal home and mourners go about the streets. Remember Him--before the silver cord is severed."" (12.5-6) My understanding of this silver cord is that it is something that attaches body and soul in a manner somewhat similar to an umbilical cord or an astronaut's air-line to his spaceship. When a person goes out of body this silver cord still attaches the soul whereever it goes - and is vulnerable to being broken: astral projection can be dangerous! Bulle, I think, reports a case of a yogi off on an OOBE who was found dead in his apartment, with no apparent external cause."
doc_0114,"After reading this story about St. Maria Goretti (posted two weeks ago), I am a bit confused. While it is clear that her daily life is one of probity and sanctity, I am afraid I don't quite understand the final episode of her life. I am reading it correctly, she (and the Church apparently) felt that being raped was a sin on _her_ part, one so perfidious that she would rather die than commit it. If this is the case I'm afraid that I disagree rather strongly. Can anyone out there explain this one to me? Yours in Christ,"
doc_0115,"Right. Most definitely. This may be the root of the confusion... Please consider the following hypothetical with an open mind. Note that I am *not* (yet) saying that it has anything to do with the question at hand. Suppose we have a simplified Lotto game. You pick a number from 1-10 and win if that number is drawn. Suppose we have a large population of people who play this game every week. In the first year of the game, approximately 1/4 of the population will win 7 or more times. In the second year of the game, 1/4 of those 7-time winners will again be 7-time winners. In the third year of the game, 1/4 of those who won 7 or more times in each of the first two years will win 7 again. Suppose I started with 1024 people in my population. After three years, I have 32 people who have consistently, in each of the last three years, won 140% or more the number of times expected. Do we expect them to be big winners in the fourth year of the game? No. Because we know there is no skill involved. Nothing about these ""consistent winners"" can influence their chances of winning. But suppose we *don't* know whether or not there is a chance that skill might be involved. Perhaps some of the people in our population are psychic, or something. How would we test this hypothesis? We can look for correlations in the population. Now most of the population will show zero correlation. But our psychics should show a high positive correlation (even if they aren't very good psychics, they should still manage to win 7 or more times most years). Net result? A small positive correlation over the entire population. Well, zero correlation is zero correlation. You mention that Sabo has hit poorly in the clutch over the last 3(?) years. But if we look at the past, we find that clutch patterns are just as likely to reverse as they are to remain consistent. The length of the streak doesn't seem to make a difference to the probability that the player will be clutch or choke the next year. Is there any reason to expect *this* streak to be different from past streaks? Now if it were true that ""75% of all three-year streaks remained true to form"", then we might have something useful. But then we wouldn't have zero correlation. Instead we have ""50% of all three-year streaks remain true to form, and 50% of all three-year streaks reverse"". You look at those numbers and say ""three year choke streak implies more likely to choke this year"". But it would be equally valid to look at those numbers and say ""three year choke streak implies more likely to be clutch this year"", since the probabilities are split 50-50 each way. Then we would have something useful. And we would also have a positive correlation. But for every individual that exhibits such a pattern and holds true, there is another who exhibits such a pattern and then reverses."
doc_0116,"It is 'Serdar', 'kocaoglan'. Just say so. The SUNDAY TIMES 8 March 1992 Morgues fill as Azeris head for all-out war ------------------------------------------- Thomas Goltz, the first to report the massacre by Armenian soldiers in the worst violence since the breakup of the Soviet Union, reports from Agdam ------ Khojaly used to be a barren town, with empty shops and treeless dirt roads. Yet it was still home to thousands of people who, in happier times, tended fields and flocks of geese. Last week it was wiped off the map. ....... As sickening reports trickled in to the Azerbaijani border town of Agdam, and the bodies piled up in the morgues, there was little doubt that Khojaly and the stark foothills and gullies around it had been the site of the most terrible massacre since the Soviet Union broke apart. ....... I was the last Westerner to visit Khojaly. That was in january and people were predicting their fate with grim resignation. Zumrut Ezoya, a mother of four on board the helicopter that ferried us into the town, called her community ""sitting ducks, ready to get shot"". She and her family were among the victims of the massacre on February 26. ....... ""The Armenians have taken all the outlying villages, one by one, and the government does nothing."" Balakisi Sakikov, 55, a father of five, said. ""Next they will drive us out or kill us all,"" said Dilbar, his wife. The couple, their three sons and three daughters were killed in the assault, as were many other people I had spoken to. ...... ""It was close to the Armenian lines we knew we would have to cross. There was a road, and the first units of the column ran across then all hell broke loose. Bullets were raining down from all sides. we had just entered their trap."" The azeri defenders picked off one by one. Survivors say that Armenian forces then began a pitiless slaughter, firing at anything moved in the gullies. A video taken by an azeri cameraman, wailing and crying as he filmed body after body, showed a grizzly trail of death leading towards higher, forested ground where the villagers had sought refuge from the Armenians. ""The Armenians just shot and shot and shot,"" said Omar Veyselov, lying in hospital in Agdam with sharapnel wounds. ""I saw my wife and daughter fall right by me."" People wandered through the hospital corridors looking for news of the loved ones. Some vented their fury on foreigners: "" Where is my daughter, where is my son ?"" wailed a mother. ""Raped. Butchered. Lost."" Azerbaijan has said as many as 1,000 refugees were killed as they tried to flee. The Armenians have denied this, saying the civilians were caught in ""crossfire"". ....... Are you idiot for real? 'After all, who remembers today the extermination of the Tartars?' (Adolf Hitler, August 22, 1939: Ruth W. Rosenbaum (Durusoy), ""The Turkish Holocaust - Turk Soykirimi"", p. 213.) You must be the only moronian left on the net to believe those ASALA/SDPA/ARF forgeries. What a clown... 'Kill Turks and Kurds wherever you find them and in whatever circumstances you find them. Turkish children also should be killed as they form a danger to the Armenian nation.' (Hamparsum Boyadjian - 1914)[1] [1] M. Varandian, ""History of the Dashnaktsutiun,"" p. 85. Serdar Argic"
doc_0117,"Well, I agree. I hope others chime in with suggestions on specific technologies which could be applied towards the maintenance of an Earth like atmosphere on a long-duration spacecraft. Tim et al: I think we should try looking at atmosphere first. This seems to be the single most fundamental issue in keeping anyone alive. We're all taught that when supporting a patient you look for maintaining airway. So, in keeping with my trauma training (and keeping my emergency medicine professor happy), I suggest that we look at the issues surrounding a regenerable atmospheric circuit. Howz that Tim?"
doc_0118,"Though this will be addressed in the series of articles I'm posting now under ""ARESNOKOITIA"", I can't wait. This just really blew my socks off. Read I Tim 1: 3-11. Verses 3-8 speaks against those who have perverted the teachings of the Mosaic Law. In vv.9-10, we have, *IN ORDER*, the 5th thru the 9th commandments and in the midst of this listing is ""homosexuals."" The decalogue, above everything else, is seen as God's absolute. If you don't believe in absolutes, then you have nothing do do with Jehovah of the OT, which Paul reveals to be the Messiah of the NT. ""Lord Christ Jesus"" transliterates to read ""Jehovah's Anointed Savior."" In I Cor5, we see the same emphasis of moral separation from the pagan gentiles as we do in Lev 18-20. In I Cor 6:9-10, only one notation (drunkards) is not found in Lev 18-20. Paul was not naive in his use of the LXX. He knew full well how he was using the Law of God that was given in the OT, for application in the NT. As I've said, the Law was fulfilled, not done away with. This understanding is thoroughly rebutted in DeYoungs article that is being posted. Please refer to it. We can do better than ""probably"" which is not an adequate defense against the statement that Paul's culture didn't have the same understanding of homosexuality as ours. Again read the article because it uses facts. I think I do, because I have worked in the homosexual community by means of working with AIDs patients. The pastoral is merely the practical application of the theological truth however. Those who are working thru the issue of homosexuality need to have our love and understanding just as with a friend who is contiplating cheating on his wife or a friend who lives with his girlfriend, yet you continue to witness to him. But, once the choice is made, and there is no remorse, then I feel that Paul's ""pastoral"" care, as presented in the Corinthian Church, come to bear significance. THe one in active rebellion should be placed outside of the church if a believer, and if a non-believer, then one wipes his sandels and leaves it in Gods hand. If there was a member in your youth group who was constantly pawing at the little girls, you wouldn't hesitate to deal with the matter quickly and decisivly. That, in part, betrays the present ""political correctness"" of the issue. Pederasty is not accepted at the present, but some how we are to accept homosexuality because the latter is politically correct, while the former is not -at least not yet. THis is how the morals decay. I guess this would follow the liberal application in the political realm of economics. The liberals want to tax the rich in the federal, yet in their own states, when they try to get businesses to settle there, they give tax incentives to these same richies. It comes down to a moral code of relativeness, or to use the cultural thing, politically correct -at the moment. --Rex"
doc_0119,"One last infield fly question that has always puzzled me and hasn't yet been addressed. I believe the rule also does *not* deal with this situation: If Infield Fly is declared and the ball is caught, runners can tag up and advance at their own risk, as on any fly ball. However, if the Infield Fly is *not* caught, at what point can a runner legally leave his base w/o fear of being doubled off for advancing too early? When the ball hits the ground? When a fielder first touches the ball after it hits the ground? Enlightenment would be appreciated."
doc_0120,Was that post for real? I thought it was a late April Fool joke. Some of it seemed a bit over the top even by McElwaine/Abian/etc standards :-)
doc_0121,"Monthly posting regarding the Buick Grand National / Regal T-Type mailing list. This list is for owners and other parties interested in the 82-87 Buick Grand Nationals, Regal T-Types, GNXs, and other turbocharged Regals. Discussions include technical information and parts sources. Particular emphasis is given to performance enhancements and racing. To join, or ask, about the mailing list, contact: gnttype-request@srvsn2.monsanto.com"
doc_0122,"Last night I had a dream that my dad bought a Viper. I took it out for a test drive, without his knowledge, and had to push it all the way home just to avoid a ticket. Wierd dream, I wonder what it means...."
doc_0123,"I missed the presentations given in the morning session (when Shea gave his ""rambling and almost inaudible"" presentation), but I did attend the afternoon session. The meeting was in a small conference room. The speaker was wired with a mike, and there were microphones on the table for the panel members to use. Peons (like me) sat in a foyer outside the conference room, and watched the presentations on closed circuit TV. In general, the sound system was fair to poor, and some of the other speakers (like the committee member from the Italian Space Agency) also were ""almost inaudible."" Shea didn't ""lead the formal presentation,"" in the sense of running or guiding the presentation. He didn't even attend the afternoon session. Vest ran the show (President of MIT, the chair of the advisory panel)."
doc_0124,"...deleted lines... As I live in Sweden I remember the day perfectly well. We changed side 1967-09-03 (or 03-SEP-1967). I don't remeber the exactly time but it was in the night. (in the 'big' cities like Stockholm & Gothenburg all trafic was forbidden, exept busses and taxis, during the whole weekend.) The day was a Sunday and everything was prepared in before. Before the day we was told to follow the yellow lines on the road and after it was the white one that matters. The signs with arrows on was prepared with a 'left mode' label that was torn off that night to reveal the new right mode arrow. The year after Iceland also changed. About cars: Before the H-day (H as in ""Hoegertrafik"". ""hoeger"" is Swedish and stands for 'right') practically all cars already had their steering wheels on the left side. Even the imported cars from UK had the wheel on 'the right side'. At last we have cars with the wheels on the right side. :-) More contries that uses the left side is: Japan Tanzania (I think) New Zeeland How about South Africa? BTW. Some sais that the left side is the right side because Ivanhoe and other knights meet at the left when they fight in tournaments. :-) ...deleted lines..."
doc_0125,"Exactly. C. S. Lewis has taken a couple of pretty severe hits in this group lately. First somebody was accusing him of being self-righteous and unconvincing. Now we are told that we Christians should be embarrassed by him. (As well as by Josh McDowell, about whom I have no comment, having never read his work.) Anyone who thinks that C. S. Lewis was self-righteous ought to read his introduction to The Problem of Pain, which is his theodicy. In it, he explains that he wanted to publish the book anonymously. Why? Although he believed in the argument he was presenting, he did not want to seem to presume to tell others how brave they should be in the face of their own suffering. He did not want people to think that he was presenting himself as some kind of model of fortitude, or that he was anything other than what he considered himself to be -- ""a great coward."" OFM has adequately handled the question of whether we ought to be embarrassed by Lewis' liar/lunatic/lord argument (which, by the way, is part of a *much* bigger discourse.) I would just like to add that, far from being embarrassed by Lewis, I am in a state of continual amazement at the soundness and clarity of the arguments he presents. - Phil -"
doc_0126,"Ah, but the illusion in football is that there is always lots of action and a sense of urgency because of the game clock (not all the time, but it happens when there's less than 5 minutes to go quite often). This sense creates drama, even when there may not necessarily be any and that holds a viewer's attention. In baseball, only 3 players are involved in the action for about (here comes a wild guess) 70% of the time? And they're just playing a sophisticated game of catch/hold-the-ball/step-out-of-the-box/adjust-chains/ touch-self-in-interesting-locations. There's a lot of ""dead time"" with the players warming up between innings or the manager visiting the pitcher at the mound or the manager removing the pitcher and bringing in a relief pitcher who then takes (8? 10?) pitches or Helen Dell playing the organ (Dodger fans will appreciate that one). To the non baseball junkie this is boring. At any rate, I'm not putting baseball down for this - I've been an avid fan since I can remember - it's just that watching a baseball game on T.V. at home can be tedious for the non baseball junkie. That's what Major League Baseball and the networks are trying to address when they talk of shortening the game. It's because of T.V. not because ""football has more action than baseball""."
doc_0127,"quoted for future reference... He believed one of two things: 1) Sabo was more likely than Samuel to get a hit OR 2) that more good would be done in the long run by leaving Sabo in regardless of the expectation of the actual outcome. In fact you don't know what Perez had in mind when he left Sabo in. In fact, I don't think anyone is claiming that they can predict the future, or any particular future event. But we can believe that certain trends are due to a cause (whether or not we have identified the cause) and therefore will continue. I think seeing insults in other people's opinions is kind of silly. After all, Mark didn't call you a total idiot, or call your work stupid, he simply stated that it didn't change his opinion on the subject. If player A hits better on Tuesdays and always has, and Mark believes that it might be an indication that he will hit on Tuesday better next season as well, would you respond the same way? At some point you might admit that all variable might not be known to you (who knows what this guy does every Monday night? Maybe he sees his sports shrink on Tuesday mornings, or has his Vitamin B shots Monday nights?) But this is something that's true of one guy only. It doesn't mean that there will be a meaningful correlation for the entire league by days of the week, nor that there should be. But it doesn't mean we can't make predictions based on that for that particular player. I only see a prediction for one player here. I don't see anything about ALL batters. That's exactly what Mark is trying to do though. Find hitters that have these correlation and ask whether we can make predictions for these hitters based on their past performance. Huh? What does gambler's fallacy have to do with anything? Whether you can know the reason for correlation or not, you can't deny that it has existent, you can only make an argument that you don't think it is likely to continue to exist because you can't see a reason for it to exist. Someone posted recently on why negative clutch would correlate. The argument along the lines of star player with L/R splits will always see an adverse condition in late innings of a close game (i.e. opposing manager will always bring in a AH pitcher to face him, where his manager will not pull him for a PH) What about you? If the shoe fits, will you wear it with an open mind?"
doc_0128,"I have been looking at buying a 1989 Jeep Laredo and was wondering if anyone had any bad or good experiences with this model. Is it all that much different than the other YJs? It looks, feels and sounds like a nice vehicle even thought the price is rather steep for an '89 (12K Canadian)."
doc_0129,"Bill says ... I presume the one you refer to is ""Space Sailing"" by Jerome L. Wright. He worked on solar sails while at JPL and as CEO of General Astronautics. I'll furnish ordering info upon request. The Friedman book is called ""Starsailing: Solar Sails and Interstellar Travel."" It was available from the Planetary Society a few years ago, I don't know if it still is."
doc_0130,"""Through a single data point, you can draw any line you want."" -- Dr. S. Bart Childs, Professor, Texas A&M Dept. of Computer Science Both my pastor's late model Corolla and my father's 1987 Stanza have demonstrated the ""falling door seals"" problem."
doc_0131,"The theory is that the hollering kills the spirit of the criminal/Nazi Armenians of the ASALA/SDPA/ARF Terrorism and Revisionism Triangle. Now, try dealing with the rest of what I wrote. What is more, the activities of the Armenian Government seem to have been efforts aimed at eradicating a race (the Turks) or aimed at carrying out a one-sided feud, instead of being a struggle for liberation. From the outset, the efforts of the Armenian revolutionaries within the Ottoman borders took the form of terrorist and destructive actions aimed at mass murder, cruelty and genocide, so that no other interpretation of them is possible. Armenian activities started during the reign of Abdulhamid II as individual acts of terror, and then developed into assassinations and surprise attacks. The element of brute force in these activities increased steadily, culminating in mass rebellions and widespread fighting during the First World War. Furthermore, when the Ottoman army withdrew from Eastern Anatolia after the 1915 Sarikamis defeat, Armenian revolutionaries initiated a series of cruelties in this area. Although the Russians occupied Eastern Anatolia as an enemy, nevertheless they were constrained by the rules of war. However, when they returned to their country in 1917 after the Revolution, Armenian revolutionaries were unchecked in this area for about a year until the Ottoman forces returned to Erzurum in 1918. During this period, Armenian revolutionaries executed massacres on the local people which is recorded in historical documents.[1] For example, let us look at a report dated 21 March 1918 which the Commander of the Third Army submitted when he entered Erzurum and Erzincan: ""They were completely and systematically destroyed and burned down by Armenians, even the trees were cut down, and they are like a building entirely consumed by fire in every sense of the word."" As for the people who had been living in Erzurum and Erzincan: ""Those who were capable of fighting were taken away at the very beginning with the excuse of forced labor in road construction, they were taken in the direction of Sarikamis and annihilated. When the Russian army withdrew, a part of the remaining people was destroyed in Armenian massacres and cruelties: they were thrown into wells, they were locked in houses and burned down, they were killed with bayonets and swords, in places selected as butchering spots, their bellies were torn open, their lungs were pulled out, and girls and women were hanged by their hair after being subjected to every conceivable abominable act. A very small part of the people who were spared these abominations far worse than the cruelty of the inquisition resembled living dead and were suffering from temporary insanity because of the dire poverty they had lived in and because of the frightful experiences they had been subjected to. Including women and children, such persons discovered so far do not exceed one thousand five hundred in Erzincan and thirty thousand in Erzurum. All the fields in Erzincan and Erzurum are untilled, everything that the people had has been taken away from them, and we found them in a destitute situation. At the present time, the people are subsisting on some food they obtained, impelled by starvation, from Russian storages left behind after their occupation of this area.""[2] Foreign observers who witnessed the events, including Russian Officers who did not desert their lines, submitted detailed reports proving the genocide to Ottoman commanders who received them as prisoners of war. What is most important is that they stated in their reports 'the massacres did not happen by chance but were planned.'[3] At the end of the war, the German author Dr. Weiss, his Austrian colleague Dr. Stein and his Turkish colleague Mr. Ahmet Vefik visited Trabzon, Kars, Erzurum and Batum between April 17th and May 20th 1918 to record the cruelties. Their writings not only show the scope of Armenian activities, but also reveal their goal and true nature.[4] [1] (The Ottoman State, the Ministry of War), ""Islam Ahalinin Ducar Olduklari Mezalim Hakkinda Vesaike Mustenid Malumat,"" (Istanbul, 1918). The French version: ""Documents Relatifs aux Atrocites Commises par les Armeniens sur la Population Musulmane,"" (Istanbul, 1919). In the Latin script: H. K. Turkozu, ed., ""Osmanli ve Sovyet Belgeleriyle Ermeni Mezalimi,"" (Ankara, 1982). In addition: Z. Basar, ed., ""Ermenilerden Gorduklerimiz,"" (Ankara, 1974) and, edited by the same author, ""Ermeniler Hakkinda Makaleler - Derlemeler,"" (Ankara, 1978). ""Askeri Tarih Belgeleri ...,"" Vol. 32, 83 (December 1983), document numbered 1881. [2] ""Askeri Tarih Belgeleri ....,"" Vol. 31, 81 (December 1982), document numbered 1869. [3] From Twerdo-Khlebof's report dated 29 April 1918; quoted in Ermeniler ..., Vol. 2, p. 275. [4] A. R. (Altinay), ""Iki Komite - Iki Kital,"" (Istanbul, 1919), and, ""Kafkas Yollarinda Hatiralar ve Tahassusler"" (Istanbul, 1919). Serdar Argic"
doc_0132,"i have a question for you all related to this. jesus condemns divorce several times in the new testament, and i have a hard time with this. the catholic church (as far as i can tell) does grant annulments with the statement that the marriage never really existed in God's eyes. (please, if i am mistinterpreting, correct me.) however, i have witnessed marriages where two people were very much in love but recognized that they were destroying themselves and each other by staying in a marriage, and that the problems were due to personal childhood issues that had never been resolved. i ask you, is divorce justified in such a case? they knew who they were, what they were doing, they were deeply in love, but in the end, it did not work out. i must admit that i don't see jesus forcing them to live together, or even condemning that they go and seek happiness with someone else later on. opinions? vera ******************************************************************************* I am your CLOCK! | I bind unto myself today | Vera Noyes I am your religion! | the strong name of the | noye@midway.uchicago.edu I own you! | Trinity.... | no disclaimer -- what - Lard | - St. Patrick's Breastplate | is there to disclaim? *******************************************************************************"
doc_0133,"Now we have strong evidence of where the CPR really stands. Unbelievable and disgusting. It only proves that we must never forget... !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Not so unconventional. Eugenic solutions to the Jewish Problem have been suggested by Northern Europeans in the past. Eugenics: a science that deals with the improvement (as by control of human mating) of hereditory qualities of race or breed. -- Webster's Ninth Collegiate Dictionary. This is nothing more than Feisal Husseini's statement that the Zionist entity must be disolved by forcing it to ""engage"" the surrounding ""normal"" Arab society. ""a strong mixed stock"", ""integration of Israeli society into the Middle East in a graceful manner,"" these are the phrases of Nazi racial engineering pure and simple. As if Israeli society has no right to exist per se! ""the continued existance of a specific Jewish People overrides any other consideration, be it human love, peace of human rights."" Disolve the Jewish People and protect human values such as love and peace; yes ve have heard this before Her Himmler. Notice how the source of the problem seems to be accruing to the Jews in this analysis. Ya, Der Spiegal ist a gut sourcen... Nice attempt to mix in a slam against U.S. aid to Israel. Critical comment: you can take the Nazi flag and Holocaust photos off of your bedroom wall, Elias; you'll never succeed. -- Chris Metcalfe !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
doc_0134,"know he now. And Michael Jackson, Jack Nicholson, and Bill Cosby wouldn't be making near as much money if they weren't entertainers. So what's your point? for a hurting. Will they? You can't usually take away one of the team's best players and still expect them to win. Or do you think the Pirates will continue to win without Barry Bonds. athletic working So. Again, Jack Nicholson gets paid much more than most hard working citizens (and much more than Rickey Henderson for that matter). when the million--also, The reason the latter often happens is that many of these folks start making the real big salaries late in their career, when they are on the decline. (There are exceptions, of course. Dave Parker fell apart after making his first million because he put most of that million up his nose.)"
doc_0135,"The O's just lost to the Rangers a few minutes ago I was not too happy about the pitching of Rick Sutcliffe (6 runs in 6 innings, 5 in the 3?) This puts me in remembering the 1990 O's season. After '89 we didn't do much over winter and we wound up in 5th. Now I know that Mussina, McDonald, and Rhodes are better pitching prospects than Ballard and Milacki but are any other Oriole fans scared out there? Admiral Steve C. Liu"
doc_0136,"The most current orbital elements from the NORAD two-line element sets are carried on the Celestial BBS, (513) 427-0674, and are updated daily (when possible). Documentation and tracking software are also available on this system. As a service to the satellite user community, the most current elements for the current shuttle mission are provided below. The Celestial BBS may be accessed 24 hours/day at 300, 1200, 2400, 4800, or 9600 bps using 8 data bits, 1 stop bit, no parity. Element sets (also updated daily), shuttle elements, and some documentation and software are also available via anonymous ftp from archive.afit.af.mil (129.92.1.66) in the directory pub/space. STS 56 1 22621U 93 23 A 93105.58333333 .00090711 00000-0 25599-3 0 249 2 22621 57.0029 144.8669 0004136 304.2989 134.3206 15.92851555 1179 1993 023B 1 22623U 93 23 B 93103.37312705 .00041032 00000-0 11888-3 0 86 2 22623 57.0000 155.1150 0004422 293.4650 66.5967 15.92653917 803"
doc_0137,"Neil Gehrels is Prof. Tom Gehrels son. Tom Gehrels was the discoverer of P/Gehrels 3 (as well as about 4 other comets - the latest of which does not bear his name, but rather the name ""Spacewatch"" since he was observing with that system when he found the latest comet). --------------------------------------------- Jim Scotti {jscotti@lpl.arizona.edu} Lunar & Planetary Laboratory University of Arizona Tucson, AZ 85721 USA"
doc_0138,"^^ I think you mean late '60s. The biggest change that Porsche undertook to alter the tailhappieness of their baby was way back in August 1968 (for the '69 model year) when they stretched the wheelbase. Besides, some people actually _KNOW_ how to take advantage of oversteer, and enjoy it. ^^^^^ ^^^^ ^^^^ You should have seen what Phil Hill (_*WORLD CHAMPION*_) had to say about the Vette's he's driven. ^^^^^ ^^^^ ^^^ Yeah, that was what he said. :-) Paul Frere agreed. They both prefered the Porsche (modified by Ruf) to either of the Vette's at that test."
